previous_text,current_text,emotion,context_type
": What a let down! No MRI today, neurosurgeon didn't order it--which means we have to come back to OkC soon &amp; we no nothing new",@redheadlori Happy Mothers Day!,happiness,emotion_shift
It's after midnight &amp; I hear the shower calling me- Technically it's not twice in one day since it's morning-- I'm not very &quot;green&quot;.,The &quot;Catch Me If You Can&quot; DVD that I rented from Blockbuster.com yesterday was cracked. Figured it out about 35 minutes into the movie.,anger,emotion_shift
@NellaGrl not really having a good night... missing my little girl...,"Oh, yes... Happy NINE year annivarsary to Hanson's second studio album, &quot;This Time Around.&quot;",surprise,emotion_shift
Last business day of the month is the wrong time to get new tags. About 45 people,@mhisham hahaha tempting! but nvm la. i'm quite a klutz.  i actually fare better with my hp cam LOL,fun,emotion_shift
finding out a song you had no idea was a cover is actually indeed that .... and then thinking that that is awesome makes my day.,"follow me aswel !!!!!!!! if u have twitter, follow me lool !! www.twitter.com/djarka  koool",fun,emotion_shift
wishing I was attending #beatweetup I even bought a badge,happy mother's day to your moms,neutral,emotion_shift
"if you have 75 cents, U can buy a share of GM stock.  Probably 50 cents tomorrow.",@dougiemcfly hahahha but days off are cool when nothings open  its like isolated and haha cool,fun,emotion_shift
"what the hell am i doing awake this early,",@mens_STYLE  I like it,surprise,emotion_shift
@LaylaNatalie nowhere babe  ice come to do a few jobs here this morning *sigh*,@ZRHERO wont work!  and it keeps disconecting my pod.. :@ I officially hate it now.,hate,emotion_shift
"@TheYotesDiva Yep, I tolerate nothing in the facebook group",@davidleibrandt good to know you had fun,happiness,emotion_shift
@ce_ci Im not reasonable... It's 1:35am now and gotta wake up early tomorrow on my first day of holidays!  have a great evening!,It should be illegal for me to date,hate,emotion_shift
"Hehe, wondered wtf star wars day was and why it was the top trending topic. Now I get it.  May the Fourth be with you, also.",@hauntyou Umm..ok..just don't start cats on fire..  ...promise,neutral,emotion_shift
Just came 11th in cross country and beat dumbo,"Gotta drop off some car parts for a buddy to press out, then to the dentist!    http://yfrog.com/0a7v3j",worry,emotion_shift
"if you have 75 cents, U can buy a share of GM stock.  Probably 50 cents tomorrow.",Jumping im the shower after a long day of work  it shall feel ahmazing I CAN MATH!,happiness,emotion_shift
back from taking jarid to the airport  but looking forward to meeting my new nephew in 5 days.,"@lovejones83 haha LOL  no one is effing cool as you, you got the Wu-Tang and P.E. t-shirts! You are gorgeous + represent at the same time",happiness,emotion_shift
Don't let the sun catch you crying - Oh my.. so cool  http://tinyurl.com/cugy8c,@Mummyofmany Jesus heals,happiness,emotion_shift
@kdelbonis Well I can't get Cupcake because I can't connect to T-Mobile's network because my SIM card is corrupted,So much for buying that awesome new phone from sony ericsson  - I am now Berry'd like everyone else...,happiness,emotion_shift
I want to cry at the thought of the NBA season being almost over  NEXT YEAR MIAMI!!!!!!!!!!!!,Watching Leno for the second to last time on the Tonight Show,enthusiasm,emotion_shift
Cold day :/ Studing all day long to the tests tomorrow,@bella88love I was gonna go for aiden but I had a girl so I went with scarlet,surprise,emotion_shift
http://twitpic.com/4jjy9 - @PaulaMacKay@AnotherJulia This morning view from my back deck,@Adam_Lambert Fans from outside the US wish they could vote for Adam too!,empty,emotion_shift
@smashingpumpkin http://twitpic.com/67h72 -,Is too hot and tummy ache so can't sleep  lots of chem to do tomorro but at least bgt final to look forward to!,enthusiasm,emotion_shift
i need new running shoes!! my feet are completely torn up,@NathanFillion You're going to the UK?! Take me with!,enthusiasm,emotion_shift
Appreciation lunch at work. Good food! But sucks being here on my day off lol,"@DjSpeedDaGreat good shit homie, hahahahaha thats what im talkin about  ;)",relief,emotion_shift
"@oliyoung it's stable, faster than 2.x and working.",167 SQL queries to display one single deal page on OzBargain. Looks like I'll have fun optimising it!  Bad bad Drupal...,fun,emotion_shift
"A singing girl. Talented, yeah. Good to complain about? No",Sometimes it hurts that pets cant talk back to us. What if they are in pain. How would they tell us.,worry,emotion_shift
@elmers10 miss u more,@forkncork I'll be thinking about how many goals United are going to knock past City. How 'bout you?,fun,emotion_shift
ya could hit me up on aim or here cause i am mad bored nuttin 2 do,"The weather is SO nice! And there were so many hot guys in town, I felt like a kid in a candy store. Except all the candies are straight",happiness,emotion_shift
@robert_avalos lucky ass bitch I am stuck at work,says Goodmorning.  http://plurk.com/p/x2bm1,enthusiasm,emotion_shift
It's too hot to be sat in an office!  I wanna be out in the sun shineeeee.,@laurenconrad http://twitpic.com/4wh4d - so cute ii love this,love,emotion_shift
Female and Male 3 year old Labs looking for new home  Family is loosing their home. Both must stay together. Contact me if interested.,On the subject of frosty beer - My bloody fridge has conked and my beer is warm,hate,emotion_shift
"Ok, WTF?! Why do you have something on your menu *in the window* if you don't sell it?! I wanted my bubble tea","@amandab_4 Morning, just checking you can still find your Twhirl",neutral,emotion_shift
Got rocks. And found my car got birdied this evening.,Been helping ex-student with Uni assignment via Skype .... gotta love a connected world. Now sudying 'game design'. Even better.,happiness,emotion_shift
@labelladeanna whatsoever do you mean by 'how I get down' lol I'm always sober,Dang it! I REALLY look like crap!! Sigh only had 35mins to shower and 10mins to get ready,hate,emotion_shift
will go out  oh yay me http://plurk.com/p/sv9lc,Never before in the field of human conflict have so many hard drives died on me.   What a waste of a day.,hate,emotion_shift
WTF rehearsal  off  got to space and room was booked and the  brothers have stuff right after so we cant transfer to another room studio,@valleymon HELLO friend!! Welcome to Twitter!!,neutral,emotion_shift
There is nothing for me to do here @ wk i should just go home... Or i can go look at bathing suits  bah humbug lol,"@davidgs Rest is important, but like everything else don't over do it.",fun,emotion_shift
At school. Blagh. Yay I'm getting the IPhone in August!!,Nice seeing my partner in crime/gossip drama queen partner again. I missed my Manda!,enthusiasm,emotion_shift
Doing dishes...i miss my kitchen team,I came with a q: &quot;any recommended hairdresser? U r full and they suggested me to others  &quot; His ego talked and I'm in d line,empty,emotion_shift
home alone on a friday night  doesnt get sadder than that folks,Took me 2 times to get over the wall. What killed me was the 150 lb dummy that you can't drag. 12  seconds over.,worry,emotion_shift
just found out i have strep,How freaking cold is it out in Sydney tonight...,hate,emotion_shift
@wolf_gregor Great avatar,I soooo need to catch up on all this NEW @anoopdoggdesai stuff!! Going to the airport to fly home from VEGAS,empty,emotion_shift
It will if I do it in a round about way. I ahve to copy the public contacts into my personal contacts first.  no big deal,@irkengir It is a recession,sadness,emotion_shift
George is sad because he can't go for a car ride with his dad  http://apps.facebook.com/dogbook/profile/view/6877274,@DanielJUK awwww  nsty when ppl make fun of someone &amp;  laugh their asses off; when the see ur not laughing that shoud be a HINT! Wrong,hate,emotion_shift
it's friday night. i'm home. no party this weekend,@eminem http://twitpic.com/4j585 - Guess I need to get me an iPhone now for sure!!!  It looks bad ass!!,anger,emotion_shift
"@Agarcia1097 y r u so defensive on the bus??!!!?? Being mean to me, you make me sad!!!",going to bed soon,empty,emotion_shift
BGT!!!!!!! - Will be gutted when it finishes tomorrow  - Stavros Flatley all the way!,@neillavin300 Ok well from the pic i take it you do. Thats unlucky . Lmao,hate,emotion_shift
@FunkShoi You can save it for next time!!   ? http://blip.fm/~5z2sv,"Heathrow Connect is ï¿½7.40,i thought it was a bargain (express is 15),but then it terminated at Hayes/Harlington and i had to take a bus",sadness,emotion_shift
"@vic2slic doing pretty well, up and wide awake","Hernia is hurting way more than usual tonight, no way I'm able to go out!",sadness,emotion_shift
"bummed i didnt get to see manchester orchestra bc it was sold out, i spent all night buying tv shows on itunes  lame",hi twitter people,enthusiasm,emotion_shift
@suzi_meow YEAH U Better BE !!,"@Veggie_ thatd be likely, bein that i lived on campus ha...i just moved back to the cov",love,emotion_shift
"bed...sorta. today was good, sara has strep thought Angelina does to; i shared a water with her B4 they told me, i will prob get it to",@AimeeLady The girls there last night would have let her! And I figure the boys would have enjoyed watching...,happiness,emotion_shift
@MagmaFlow Not yet.... too early in the AM,YAY mom bought me the Sakura bodyshop lotion!  &lt;3,love,emotion_shift
"@thirstyfishinfo Speaking of fish, our company fish just died  RIP Julio",I miss the concert Tuesday already. I'd really like a time machine to go see it again... It was so fun...,happiness,emotion_shift
@orangelight because the one I was having at that moment woke me up.,@redhalo_pax That sucks.,hate,emotion_shift
@RetroRewind a buff guy.....unfortunatly alot of people dont know Danny's name either which is sad   Sophie is so sweet,@katiel777 it does.,neutral,emotion_shift
Riley had an alphabet fashion show today and I forgot my camera.  It was so cute!,"@endlessblush I was ready half an hour ago, but you didn't notice. I'm over it now.",empty,emotion_shift
@displayspook damn i missed it too,FINALLY-- Now I am me again.  I had to use internet explorer.  Firefox issues   Back to normal Tweeting.,relief,emotion_shift
Ar work bored...hope Tiff gets here soon then the fun can start,@olsonbd80 loved it! Thanks for taking care of me,love,emotion_shift
@cnolovechild YAY!!! I think I found it and a few more,Ok super bored... guess no one else it,boredom,emotion_shift
why do we even live on this earth ?? i wanna live on mars :|,@flashlight Hah! Just wait till you turn 40,sadness,emotion_shift
@gfalcone601 cheese and onion! or as my father says 'cheese and minging',I am sooooooo bored in textiles !,boredom,emotion_shift
"@mitsuhiko Np mate, was great meeting you in Prague",have you ever met a guy thatv was everything you want and need but you never really went for it w/ him ? g'nite Daddy,relief,emotion_shift
@tvanderwell I have 3 computers all going now.  IE 7 on XP and IE 8 on Vista  all are still NO Shows!,@DHughesy Congrats Hughesy to you and Holly on the safe arrival of Rafferty David Hughes! Hope all is well  xoxo,relief,emotion_shift
Just got up with @Vinn0sx,Such a beautiful day. I just wish I had the energy to enjoy it.,happiness,emotion_shift
@dawizonline got ya - that wouldn't be so bad tho right?,@lrpw1302 Thank you  x,enthusiasm,emotion_shift
GAWD!. If only that dream actually happened last night....,"We are on the slowest train ever, it stops everywhere. Missed a quick train by a few minutes",boredom,emotion_shift
i hate getting put on steroids. my face,"@MikeDavis88 Rt/WestCoastGal88@mawmaw88 - It's the facial hair, they both need to shave  [Jr and JJ]",surprise,emotion_shift
@qcmartinez That sucks  nobody wants to stay in and lounge? Or do something for free-99?,is pretty dang tired. but chambers class is for napping.,sadness,emotion_shift
@appstoremod Mind telling me which book  cuz i was at barnes and nobles today and found 2 books that looked promising,I hate crowds   http://tr.im/mONi,hate,emotion_shift
i'm at work starving,Today I'm working on my &quot;Quirky Q&quot; cue or maybe it will become a concerto,relief,emotion_shift
soo tired  don't wanna go out in this Houston heat!,@HeatherShorter I love that song! I was starting to think I was the only one that knew that one!    #sameperson,surprise,emotion_shift
Yay for birthdays  sadly my voice is almost gone :/ but it was a pretty good night!,just had a falling out with nick,empty,emotion_shift
@myhaloromance My camera is brokennn,Going to bed. Hung out w. Aaron and Robin then took Aaron to Sunnys.,empty,emotion_shift
I'm feeling so frustrated...I just can't get things to work!!,@MeanMillies boo,boredom,emotion_shift
I want a fake BLT....,@ekalavyab dammit i had the passes but i am still at work,worry,emotion_shift
believes that creativity  in cooking is only limited to your imagination... guess that applies for most things too... like photography,This day jus keeps getting better and better  FML,enthusiasm,emotion_shift
Hey @deangeloredman yes! Praise Him! lol   (deangeloredman live &gt; http://ustre.am/2NlC),Omigoodness I feel like a popsicle,surprise,emotion_shift
I WANT LASAGNA TOOOOOOO.,Stupid hand. Have A2 and flop nut low and top pair. But guy had also out low and out flush. Quartered.  at 5900.,hate,emotion_shift
"@mrated Yeehah, quality",@Nfnitedawn Cheers *lifts coffee cup* here here for Mondays,neutral,emotion_shift
Ugh boring friday,@jessicagee7 i have restricted driving priviledges...  and i didn't even do anything. stupid double standards,hate,emotion_shift
@GatorsNow my feelings are hurt,i have been in the lounge for HOURS...and i have not been productive at all. upps time to go out,boredom,emotion_shift
"making more muffinsss, wheat jerm AANNNDD psyillium husk",People at work are stressing me out.,anger,emotion_shift
Off to bed I go to dream of a world where Wal-Mart and Liquor stores all get blown up,"Back at it, but had a GREAT weekend as a buffer",fun,emotion_shift
Comment my new myspace pictures plz?,"Sometimes I hate myself, but that's normal so I don't worry bout it",hate,emotion_shift
FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone,@DanWarp &quot;Shut Up&quot; was the line removed from the locker scene! I bet I could recite that speech easily! Dare me?!?!,happiness,emotion_shift
just got the dreaded call from babysitter - little H has bumped her head  Sitter says she's fine and goose egg is going down fast,@luv_liv_lyf good to hear! Just in time for the weekend. I'll be working though,relief,emotion_shift
constantly looking at the clockkk..come on 11pm!,who not here be glad!!!!!!! ur sso luckyyyyyyy i hate u r home n r not enduring dis!!!!,hate,emotion_shift
@nitadarling I see...,"Methinks it's time to read A Doll's House + Streetcar and get some quotes, and then PHYSICS!",surprise,emotion_shift
@MommaSalty ...that's a miserable afterparty report,@gdrage LOL that'll teach me to blindly trust amazon search results without reading!,happiness,emotion_shift
@franksting yeah... it is very very dry down here,"I had a new work picture taken today, hated it, it looks too much like me http://bit.ly/PHjUR",hate,emotion_shift
I want Crimson Gem Saga.  I will just go play RF Guerilla demo repeatedly. I (Mission Failed - YOU DIED) so many times from dicking around,http://twitpic.com/67ofz - ugh grosss,sadness,emotion_shift
Aw one of our fishies died,I WANT LASAGNA TOOOOOOO.,enthusiasm,emotion_shift
"@capricorn_one ok, I realise your up early because you've joined the cult of mac, nvm","@guyswithiphones no prob, you have a sexy site there",surprise,emotion_shift
@textualoffender Good Luck.. mine 3rd day today !,Luking for new background pic......,love,emotion_shift
@Padmasree So are you going to watch Star trek or Wolverine..? I bet you are going to watch both  Right?,Golden Girls marathon about to end  #lofnotc,neutral,emotion_shift
"@aholston Homework bound for the whole weekend, not so fun","I got so much gray hair all of a sudden.  I just ordered me some Garnier Roasted Coffee from drugstore.com, well see how that goes.",surprise,emotion_shift
feels f*cked! and feet are aching  need my beeeeeddddddd!!!,@amcknight30 thanks for following,enthusiasm,emotion_shift
"@thedustball main event has not happened yet, but he is doing well so far","Only two weeks left at my middle school gig.   Full-time work over the summer, but Teaching Credential begins at the end of August!",happiness,emotion_shift
@brian_jenkins nothing yet,Good Morning...hoping to throw back some coffee like right now!,happiness,emotion_shift
"nothing much, just chattin, and textn. you noe me; gosh i wanted to go see UP and Drag me to hell, but no one will go with me.",I am totally knackered and back in the meeting,happiness,emotion_shift
@RealBlackWidow But but I dun wanna,finally get my hands on my laptop!  just ate the biggest burrito de asada EVER  and now im gonna get ready for the party-ooo!,fun,emotion_shift
http://twitpic.com/66q88 - So....I don't have a PE  but I do have a Pocket Artoo!,frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day #frenchieb-day,neutral,emotion_shift
aww only 15minutes left of family guy,"@Rove1974 LOL @ the cards. So very, very wrong",hate,emotion_shift
@thatitaliangirl oh yeah,I wish it would rain...but it won't,sadness,emotion_shift
@celestialteapot oh dear.,"I am so bored, i really don't know what to do!",empty,emotion_shift
ouch  epic bruise between my toes and a lump just under my ankle  bad times,Can't wait 4 a real bed!  haha,happiness,emotion_shift
It's after midnight &amp; I hear the shower calling me- Technically it's not twice in one day since it's morning-- I'm not very &quot;green&quot;.,@talk2donboy LOL well i'm qlad u enjoyed yur ramen noodles.. i had fried chicken  ..im tired now,happiness,emotion_shift
"@heavyharts that sucks  well state starts tomorrow so im headin 2 bed, nitey nite",@Shooz1 ok ok mam ... i was jus angry,empty,emotion_shift
"Has about 10 hours work to do, on a Sunday. Boo. I will find time for a two hour lunchbreak though. Yeah",@AlloverArt  Good Morning!,neutral,emotion_shift
"@orangeflowers  I've run out of earl grey, so having lemon tea instead, then whb for me too",@emma_daarling haha yah it's walking distance from my house  Mission Tiki Drive-In haha every summer we go like every weekend,fun,emotion_shift
is watching Mock the Week and is slowing cooking,@simplyvanessa why you never answer me..  wath i say to you,hate,emotion_shift
"haircut as short as possible, even change color , new me",bored...disgusting weather..bored..sooo bored for my last weekend here,boredom,emotion_shift
Sitting in on a Friday Night Bored,@fashion_retweet I do my best - that's why running skirts are on the scene as well,fun,emotion_shift
@Galaraza stop being mean to me!! ur hurting my feelings,"happy mothers day mommy  i love you so much, dono what id do without you ??",love,emotion_shift
"Everytime I send an email to my coach, I feel a need to practice.   shitty balls.  Lol",@corkyloowho i will,neutral,emotion_shift
"Ok grey/cold day in LA, listening to PJ Harvey, Jenny Lewis, Cat Power..I see a pattern here.",is going to go get some food.,neutral,emotion_shift
says Goodmorning.  http://plurk.com/p/x2bm1,first night sleeping in my new home,happiness,emotion_shift
"Just got back from work, OT na naman. What's new?",@starstruckfeie  i have no one to watch it with! ma peeps  are actually focused on their finals already!,boredom,emotion_shift
"@jessca86 on iPhone? Soon they're adding auto-fill on logins, so you won't have to type it all out everytime.",u ever have a friend that u just wonder why are we friends? i know what you get from me but i'm questioning what i'm getting from u.,sadness,emotion_shift
Just got a call from my Realtor saying I have another showing on Sunday. No offers yet  but at least there is a lot of interest.,likes heavenly blushhhh,happiness,emotion_shift
"@cloudconnected KH is the only thing I'll be a weeaboo about.  I still prefer it in English but I'm impatient, haha",cooked my own Lunch todayy  Givin' my mum a relaxin' dayy.,happiness,emotion_shift
@TraceeEllisRoss no not at all. I MISS GIRLFRIENDS!!!!  i have all the seasons.,Oh fml its probs gunna be at shepards bush  i hate it there,hate,emotion_shift
ahh i hate when you bbrush your teeth so hard you make your gums bleed,@GuitarHeroDevs Why online one download this week?,worry,emotion_shift
salt and vinegar,Watching Miley Cyrus on youtube!,happiness,emotion_shift
mann i had no idea hp a/c adapters were worth like eighty bucks  wine* it's gonna be a while till i can use my lap top,all mom's in the world congratulations,enthusiasm,emotion_shift
@jessiimiica I am like the most saddest person on jtv right now because you are not on,Thanking god for after elton for allowing me to see the new TW trailer since work blocked youtube and lj,relief,emotion_shift
so bored...miss everybody already,"@heyagainlando Their inability to manage money, tough job market, and they're getting behind on bills. This is why no savings is bad",worry,emotion_shift
"@morgret Probably not, kinda expensive and we have to work. Most people have off weekends, we work.",I know I shouldn't be saying this but fuck it..I'm horny as hell,happiness,emotion_shift
"@cherrythegreat Nako! Umuulan pa naman!  Anyway, enjoy the bike rides!",@WaylandSmalley Me neither. But it's no longer about what we want. It's about fairness. And fairness is whatever government says it is.,empty,emotion_shift
"Had an interesting evening amongst homeless people in Venice Beach last night, wishing I had my camera with me........ and model releases",Watch movie must,hate,emotion_shift
Mo williamssssss,Why didn't my favorite spotters last tweet go to my phone,sadness,emotion_shift
@Katiekins08 I want to SOOOOOOO BAD!!!,"@agrinavich This is late, but I was actually in the spelling bee back in the day. I got eliminated in state finals though.",neutral,emotion_shift
We expect One Man Band to be released sometime next week,@mrs_aaberg it certainly was their fault that I had to crawl all over the woods today but I'm afraid it would have broken at home too,worry,emotion_shift
tiika3 PHONE iiS FUCKiiNG UP AND THE SHiiT AiiNT COOL!!,is upload video geje di youtube  http://plurk.com/p/rqaoe,enthusiasm,emotion_shift
Going to bed. Hung out w. Aaron and Robin then took Aaron to Sunnys.,"Stupid jobs, idk what to do.",hate,emotion_shift
@tiffanylue i know  i was listenin to bad habit earlier and i started freakin at his part =[,@spmwinkel Didn't realize you were that young! Advanced Happy Birthday Stefan. MTFBWY... Always!,surprise,emotion_shift
Why do my friends feel as though they don't need to bring gifts to my house warming...A mess,@AKGovSarahPalin would love a slice of summer from Piper's lemonade stand! do you think i could have a jump on her trampoline too?,fun,emotion_shift
@_supernatural_ http://twitpic.com/6695k - Awwww poor boys! *cries* So sad..,"@BenPlouviez Lol - we're like polar opposites, Ben! Maybe that's why we get on so well",love,emotion_shift
@Chris_pinkapple Not much on for the weekend here. Off to Knox shortly &amp; definitely must get into the garden. It's a wee bit neglected.,Ughhhh...mad as ppl make me some times...I don't like 2 have 2 do yucky thngs  I am NOT cut out 2 deal w HR stuf...ppl's tears kill me!,hate,emotion_shift
burning all my imovies over to dvds because im computers getting replaced..,@dduane have you read Angels &amp; Demons? What do you think of it if you have? oh and beautiful sunny weather here in Provence.,enthusiasm,emotion_shift
"@aditya Easy. Put on a mask. Hack. Even though the cameras record you, no one can do jackshit",@curtsmith Enjoy! Family trumps everything,love,emotion_shift
"Maybe I was wrong, this week could have stayed good, but it didn't","thers not many peole tweeting tonight... well suppose it is friday...evry normal person is out partyin, but im skint",neutral,emotion_shift
"hmm @buysellads is following me and to think, they declined thehodge.co.uk for inclusion into there network",In about 2 hours from now i will find out how good the STAR TREK Film from J.J. really is. A Ticket costs 9 Euro and i hope its worth it,enthusiasm,emotion_shift
@grrachel  that made me sad..,"@soxdeepinstatic  i know, i would've liked to have been able to play with you all spring semester  meeting was good, just an introduction",enthusiasm,emotion_shift
@LimeIce On the way home dood.. Dont think the crappy vodafone gprs can handle yaymen.com,"at workyy, trying to get on point with all that I have to do  smile!! &lt;3Lin-Man tonight!!",happiness,emotion_shift
:: holy kraut. I canNOT stay up this late. But the book is done and in the author's in box.  Tucking in with kitty-boys now. Nighty-night.,"@kegrocks I did one last night  it will be available in dvd, blue ray, and digital download via the iTunes store by the end of the week",neutral,emotion_shift
"@jemimakiss but have you got @nrierp, and twitted a link to it. No? Fail.","It's 6.30pm - sun is setting soon, and i should be setting off soon too! Grab some dinner and catch sitcoms!",sadness,emotion_shift
leaving now  dont miss me too much tweetbeaks &lt;3,is not liking the online livebox right now. Internet is dead.,boredom,emotion_shift
"@PRChels_BE I heard the Yellow Light Maybes put on a great show Saturday! Sorry I missed it, Chelk.",loving my new tv,love,emotion_shift
catching up on House  season finale monday!,"Awesome sunday service  God is for you, Jesus is praying for you - What can man do to you?!",love,emotion_shift
@tatiiiiv me too Tatiiiii!!!,"@xLilahhx Good stuff, Smiles back? Why won't you go to his concert too? :o. Wish I could instead of doing my music which is failing  lol x",surprise,emotion_shift
"@middleclassgirl excellent, that's always a win..  i'm just dealing with a small clique of passive-aggressive, resistant managers..",pulled from interesting meeting to an urgent support request,surprise,emotion_shift
"All the bike chat, makes me think we should sign up to this http://www.bigbikeride.co.uk @darrenstenhosue @niceguyali @ anyonewithbike",@kiwikatnz Yay to being smokefree! Well done.,relief,emotion_shift
@justkaty guess I missed out on more than beer and a good time,I tried to dye my hair and all i got was a blond chunk in the front middle part of my hair. Dang.,anger,emotion_shift
@suzi_meow YEAH U Better BE !!,"At least my wish came true, its not hot anymore...just rainy",relief,emotion_shift
@iamjonathancook,Boredddddd Follower @meryreino Shes AMAZING!!  *Broken*,enthusiasm,emotion_shift
is trying to help save the earth. Let's plant more trees.,@turnontheradiox sure ill follow you hun  ohh thank you are you a subscriber on my youtube?,empty,emotion_shift
We expect One Man Band to be released sometime next week,Im eating a salad  and rember to comment my new myspace pictures plz?,enthusiasm,emotion_shift
"nothing much, just chattin, and textn. you noe me; gosh i wanted to go see UP and Drag me to hell, but no one will go with me.",? American Pie FOREVER. I'm watching it right now. They're running naked around on the Streets! Would you do that? I would  [ NOT ],surprise,emotion_shift
gahh. my freaking lip ring is going to be the death of me. it never cooraperates with me. and im over it now jack haha;,yea dude... 5'8&quot;! really!?,surprise,emotion_shift
"@tamij Have a good day.  I'm checking out Hugh today. Also, be on lookout for best &quot;cassoulet&quot; recipe you will have ever tasted!",We drove  summahkayy,surprise,emotion_shift
They burnt my zuccini,"my mind is racing ... b/c of 4 words he wrote.  I hate him, but I hate her most. ... and I can't keep from falling for him",hate,emotion_shift
@aldenpolicar how sad! are you saying that I'm fat?  *tears*,"@CoachCharrise its funny, I didn't even know it was there!",fun,emotion_shift
in accounting class ; then detention after,Ahh! Members of the toasters and @dubisaweapon playing with void union! Sick! I missed @royalcityriot and we are the union,neutral,emotion_shift
"Just been out to try to catch a swarm, gone into a roof gable end   Set up a bait hive an hoping for the best at the moment",@FrankieTheSats beat? don't understand,neutral,emotion_shift
"@amalinaaa You said your getting McFlys live album 2morrow, whats it called?  xx",argggggg car crash tv its just sooooooooo horrible to see her like that  #bgt,hate,emotion_shift
"@TeeMonster And you see none of the extra money, do you?",At the pub with the dog but seems to have misplaced friend with drinks,empty,emotion_shift
@octoberalex Hmm. Did you mean to start &quot;following&quot; me? Oh and g'morning by the way!,SNL after party,relief,emotion_shift
Trying to figure out what to do tonight. See the game? Social events w. friends? Or stay home and play the s**t out of my drums,I've got a headache  !!!,worry,emotion_shift
Last day to sign up for GoCincinnati! www.crossroads.net/gocincinnati you can sign up with my group.. its going to be AWESOME,@marinasmom Yucky! We had our last soccer game of the season today...tryouts start Friday,relief,emotion_shift
@Tinkabellastar no. my school will start on June1.  two days to go. i still don't want. :l,On my way to school not feeln this rainy day at all.... But I had lots of FUN this weekend  ....,sadness,emotion_shift
"Grrrrr fuck. Just remembered that I'm doing the later shift today, so not at work for another hour! What a wasted lay in opportunity",Money Laundering tip 5 - Sell the business or constructed hotel etc and take possession of your now clean money,empty,emotion_shift
@hiaudreygrace NOOOOO!!!!!!! We have to do something immediately. I'm leaving in 2 weeks!!!,@fiercemichi well that's good  and i'm a fast learner. Mmm  Zachary...be prepared 4 me t randomly mention him at any given time. he yummy.,fun,emotion_shift
&quot;The weather outside is weather&quot; hahah made me feel better,@aprilllllx hey girlie!!!,happiness,emotion_shift
My paycheck was nothing but a piece of paper.,@natzini 16lbs is still a huge achievement though,relief,emotion_shift
Getting one of the lil GEM's ears REpierced after work today- definitely dreading it,"@doctorsound I am 28 and I still haven't been to a club. Lots of bars, though. I don't think I'm missing much",empty,emotion_shift
@DannehOak hey there! your web URL looks good,HAD SO MUCH FUN TODAY !  i love alyssa arellano and mika reyes ! :*,love,emotion_shift
Yay for bank holidays,Pshh i dont have it,surprise,emotion_shift
@_catchfire Happy Birthday Chip's sister,@lectronice yes indeed                                                                                               here I am again,neutral,emotion_shift
@AClockworkToad I told him TTT!,FINALLY...the internet is up. The server is down in Phoenix and it was fucked up.,surprise,emotion_shift
My cucumber has gone limp,Trying to shop online wis I could find sevens for 40.  haha,happiness,emotion_shift
"At work   leave for Berlin at 17:00 by car, will be a late arrival","That little girl holly!  find some time! Aw, she'll get loads of votes now I bet!",happiness,emotion_shift
Just took a shower.We're gonna go to Church.Time to thank Him for my mother.,juss dropped the wife off I love her so,love,emotion_shift
"@freckles08x   plus, it is going to clash with ugly betty when channel 4 shows season 3 next month as well. grrr  !","Totally been too long since I updated.  Saw Star Trek, excellent!  Killed Yogg-Saron 10 man.  Memorial Day killed 25 man raids",happiness,emotion_shift
Watched The Rescuers Down Under with Dru and ate Mickey d's. This is how Disney sequels *should* be done,Good night everyone...... Time to go mimmiz......,happiness,emotion_shift
@JBOO46 when he's there. he wasn't there today. sadness!,Just jailbroke david's iphone in computer programming.,fun,emotion_shift
Gonna get my ticket to Las Vegas today. Gotta check my milage. Can't wait till August,goes to church  hallelujah!,relief,emotion_shift
finished the book... vat a good book &lt;3333,"@gfalcone601 Hey gio, you are beautiful! I am Brazilian and I love you hahahaha! Please answer me  Xx",love,emotion_shift
"(cont.) Small children are not puppies. And cleche sarcasm is so annoying. Bcreative, but then again, that's too harrd",i really wanna play....,happiness,emotion_shift
Ugh. Kinda bored.,"Tweetiful people, I am sick.",hate,emotion_shift
@robert_avalos lucky ass bitch I am stuck at work,The time Is 3.50am and if finished my essay  I can have Sunday off  woop,relief,emotion_shift
look how @exotic @BADDESTnLA choke on this dick talks to me,Finally home sweet home,relief,emotion_shift
Now I'm all sad because I'll probably never see Fleetwood Mac.,@gillianre i can barely walk- they're twice the usual size  @ least its now&amp; not in NY ;) ive requested my song;) u retquestin owt 2nite?X,boredom,emotion_shift
sooo reluctant to study for finals right now.... but i have to,@irishpixie36 ok Im off to pc world then  x x tweet u later x x lol,fun,emotion_shift
FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone,@skotcarruth i like it,fun,emotion_shift
@jessicasimpson http://twitpic.com/4wb8q -  Gooood,Somebody get me out of work tomorrow.,sadness,emotion_shift
@Mrjaydeeone yes I've been told that I have a problem with stuff like that,"@LarryTill I had recommended Harney &amp; Sons (http://www.harney.com/) from where I order much of my tea, I think.",fun,emotion_shift
